Event	ID	Name			Wwise Object Path	Notes
	116977947	Play_TachosPeligrosos			\Default Work Unit\Play_TachosPeligrosos	
	578466671	Play_Ambiente2			\Default Work Unit\Play_Ambiente2	
	585776263	Play_Alien			\Default Work Unit\Play_Alien	
	645244742	Play_Ventanas			\Default Work Unit\Play_Ventanas	
	855891249	Stop_AlienDialog			\Default Work Unit\Stop_AlienDialog	
	1001247021	UnMute_cuevaMelodia			\Default Work Unit\UnMute_cuevaMelodia	
	1245305155	Play_AlienDialog			\Default Work Unit\Play_AlienDialog	
	2639633249	Play_TachosNormales			\Default Work Unit\Play_TachosNormales	
	2890489828	Play_Exterior			\Default Work Unit\Play_Exterior	
	3093474282	Play_Picaportes			\Default Work Unit\Play_Picaportes	
	3174868516	Play_TapsPantallas			\Default Work Unit\Play_TapsPantallas	
	3750094810	Mute_cuevaMelodia			\Default Work Unit\Mute_cuevaMelodia	
	3915865825	Play_Computadora			\Default Work Unit\Play_Computadora	
	4069076147	Play_Globo			\Default Work Unit\Play_Globo	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	376157099	golpes_latas3	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\golpes_latas3_9B4EB80D.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosNormales\golpes_latas3		219372
	381798563	golpes_latas5	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\golpes_latas5_56A29A50.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosNormales\golpes_latas5		192876
	434677017	AlienDialog	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AlienDialog		3308968
	435195137	ventana1	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\ventana1_E6B6E0E7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ventanas\ventana1		31908
	518096694	picaporte1	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\picaporte1_D4FC190B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Picaportes\picaporte1		297404
	533089421	ventana2	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\ventana2_27EF00A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ventanas\ventana2		40020
	563871138	alien2	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Alien\alien2		674696
	596419025	alien8	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Alien\alien8		235648
	693567509	golpes_latas2	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\golpes_latas2_46A507CD.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosNormales\golpes_latas2		196988
	708347851	Computadora	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\computadora_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Computadora		2208064
	744739784	lata_peligro3	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\lata_peligro3_3D28C74B.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosPeligrosos\lata_peligro3		244204
	785584677	alien5	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Alien\alien5		631860
	804565411	alien7	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\alien7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Alien\alien7		781780
	813682556	ventana3	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\ventana3_4EC22987.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ventanas\ventana3		47512
	814756210	Globo	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\globo_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Globo		2208064
	867926429	Ambiente2	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\Ambiente2_5F57CA48.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiente2		1632128
	902654082	golpes_latas1	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\golpes_latas1_836C96FD.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosNormales\golpes_latas1		149996
	928788019	picaporte3	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\picaporte3_E747A0B5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Picaportes\picaporte3		308572
	948421974	taps4	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\taps4_A46D73D4.wem		\Actor-Mixer Hierarchy\Default Work Unit\TapsPantallas\taps4		403184
	960778959	lata_peligro1	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\lata_peligro1_E378C95B.wem		\Actor-Mixer Hierarchy\Default Work Unit\TachosPeligrosos\lata_peligro1		223276
	1016174673	exteriorMelodia	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\exteriorMelodia_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Exterior\MX Exterior\exteriorMelodia		21120064
	1037520995	cuevaMelodia	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\cuevaMelodia_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Exterior\MX Exterior\cuevaMelodia		21120064
	1046507575	baseBajo	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\baseBajo_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Exterior\MX Exterior\baseBajo		21120064
	1059020161	picaporte2	C:\Users\jjoha\Documents\GitHub\DS2_Sonorizacion_Escena\Sonorizacion_Escena\Sonorizacion_Escena_WwiseProject\.cache\Windows\SFX\picaporte2_35988773.wem		\Actor-Mixer Hierarchy\Default Work Unit\Picaportes\picaporte2		360516

